Lab Name,Location,Discount,Description,Facility Name,Facility Link,URL
Suraksha Diagnostic -Janakpuri,"C1/2, Lal Sai Mandir Marg, Janak Puri,, Opposite Mata Chanan Devi Hospital,, New Delhi,, Delhi 110058",Get 20-35% Discount & Cashback,"Suraksha is a name people readily associate with diagnostic quality and convenience. The largest diagnostic chain in eastern India, it today ranks among the top 5 nationally with nearly 35 centres across West Bengal, Bihar and Delhi NCR. 
Suraksha diagnostic services span Pathology, Histopathology, Molecular Diagnostics and Radiology and include the latest tests. It is the first in India to receive the coveted CAP (College of American Pathologists) certification and is also NABH and NABL accredited.
Established in 1992 as Suraksha Diagnostic & Eye Centre (P) Ltd. in Kolkata, we started as one of the first diagnostic centers in Kolkata to provide all pathology and radiology services under one roof. 
Committed to deliver world-class quality, Suraksha?s Diagnostic Centres are equipped with state-of-the-art equipment from GE, Schiller, Beckman Coulter, Siemens, Roche Diagnostic, Biorat D10, Variant Turbo, Biomerieux, Phillips, etc.
Service has always been the distinguishing factor in Suraksha?s popularity.",ULTRASOUND,https://www.labuncle.com/ctg/ultrasound/lab/suraksha-diagnostic-janakpuri-10,https://www.labuncle.com/labDetails/suraksha-diagnostic-janakpuri-10
Suraksha Diagnostic -Janakpuri,"C1/2, Lal Sai Mandir Marg, Janak Puri,, Opposite Mata Chanan Devi Hospital,, New Delhi,, Delhi 110058",Get 20-35% Discount & Cashback,"Suraksha is a name people readily associate with diagnostic quality and convenience. The largest diagnostic chain in eastern India, it today ranks among the top 5 nationally with nearly 35 centres across West Bengal, Bihar and Delhi NCR. 
Suraksha diagnostic services span Pathology, Histopathology, Molecular Diagnostics and Radiology and include the latest tests. It is the first in India to receive the coveted CAP (College of American Pathologists) certification and is also NABH and NABL accredited.
Established in 1992 as Suraksha Diagnostic & Eye Centre (P) Ltd. in Kolkata, we started as one of the first diagnostic centers in Kolkata to provide all pathology and radiology services under one roof. 
Committed to deliver world-class quality, Suraksha?s Diagnostic Centres are equipped with state-of-the-art equipment from GE, Schiller, Beckman Coulter, Siemens, Roche Diagnostic, Biorat D10, Variant Turbo, Biomerieux, Phillips, etc.
Service has always been the distinguishing factor in Suraksha?s popularity.",XRAY,https://www.labuncle.com/ctg/xray/lab/suraksha-diagnostic-janakpuri-10,https://www.labuncle.com/labDetails/suraksha-diagnostic-janakpuri-10
CRL Diagnostics -Paschim Vihar,Plot No-10 Avtar Enclave Opp Metro Pillar 227 Paschim Vihar ND-63,Get 30% Discount & Cashback,"CRL the first choice diagnostic company in India. CRL is the only diagnostic network in the country who has grown as fast as 350 Franchisee's in the Country. 
We are committed to making the experience for all users of CRL services happy, satisfying and memorable. 
CRL continues to be a leader in offering wide range of diagnosis, prognosis and predictive genomics tests using state of the art knowledge and medical technology. 
The company is very particular on the quality; every procedure is thoroughly checked and reviewed by our senior team in order to ensure the quality.
This program is planned and developed under the guideline of NATIONAL ACCREDITATION BOARD OF LABORATORY (NABL) and holds ISO 9001:2008 certification.
Every sample is closely watched by our team of specialists.Maintaining the quality of the sample while transport is kept in mind.
Labs closely follow the safety guidelines.",BLOODTEST,https://www.labuncle.com/ctg/bloodtest/lab/crl-diagnostics-paschim-vihar-8,https://www.labuncle.com/labDetails/crl-diagnostics-paschim-vihar-8
Mahajan Imaging -Defence Colonny,"E 19, Main, Ring Rd, Block E, Defence Colony, New Delhi, Delhi 110024",Get 10% Discount & Cashback,"Mahajan Imaging Delhi & Gurgaon
Mahajan Imaging Centre is one of the premier radiology/imaging centers in Delhi/NCR. It was founded by Dr. Harsh Mahajan in 1988. Mahajan imaging introduced MRI Scanning in 1991.
Mahajan Imaging has a history of bringing new technologies into the private sector in the country for example standing weight bearing MRI, Cone Beam Dental CT, functional MRI, MR tractography, MR mammography, CT coronary angiography, 4D ultrasound with tomography, PET-CT, CT-guided robotic biopsy, digital mammography and DEXA bone densitometry.
We Have Several Branches In Delhi-NCR as follows : 

Mahajan Imaging Defence Colony
Address: E 19, Main, Ring Rd, Block E, Defence Colony, New Delhi, Delhi 110024
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography
Mahajan Imaging Gurugram
Address: Ground Times square Building Sushant Lok Marg Near Huda City Metro Station, Sushant Lok Phase I, Gurugram, Haryana 122002
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography
Mahajan Imaging Pusa Road
Address:7-B, Upper Ground Floor, Main, Pusa Rd, Rajinder Nagar, New Delhi, Delhi 110005
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography
Mahajan Imaging Hauz Khas
Address: K18, Block K, Hauz Khas Enclave, Hauz Khas, New Delhi, Delhi 110016
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography
Mahajan Imaging Bali Nagar
Address: H17, Block F, Bali Nagar, New Delhi, Delhi 110026
Timing: 8 AM to 7 PM
Facilities: CT Scan
Mahajan Imaging Gagngaram
Address: Sir Ganga Ram Hospital Marg, Old Rajinder Nagar, Rajinder Nagar, New Delhi, Delhi 110060
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography
Mahajan Imaging Fortis Vasant Kunj
Address: Mahajan Imaging, Fortis, Flt. Lt. Rajan Dhall Hospital, Vasant Kunj, New Delhi, Delhi 110070
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography",ANGIOGRAPHY,https://www.labuncle.com/ctg/angiography/lab/mahajan-imaging-defence-colonny-13,https://www.labuncle.com/labDetails/mahajan-imaging-defence-colonny-13
Mahajan Imaging -Defence Colonny,"E 19, Main, Ring Rd, Block E, Defence Colony, New Delhi, Delhi 110024",Get 10% Discount & Cashback,"Mahajan Imaging Delhi & Gurgaon
Mahajan Imaging Centre is one of the premier radiology/imaging centers in Delhi/NCR. It was founded by Dr. Harsh Mahajan in 1988. Mahajan imaging introduced MRI Scanning in 1991.
Mahajan Imaging has a history of bringing new technologies into the private sector in the country for example standing weight bearing MRI, Cone Beam Dental CT, functional MRI, MR tractography, MR mammography, CT coronary angiography, 4D ultrasound with tomography, PET-CT, CT-guided robotic biopsy, digital mammography and DEXA bone densitometry.
We Have Several Branches In Delhi-NCR as follows : 

Mahajan Imaging Defence Colony
Address: E 19, Main, Ring Rd, Block E, Defence Colony, New Delhi, Delhi 110024
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography
Mahajan Imaging Gurugram
Address: Ground Times square Building Sushant Lok Marg Near Huda City Metro Station, Sushant Lok Phase I, Gurugram, Haryana 122002
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography
Mahajan Imaging Pusa Road
Address:7-B, Upper Ground Floor, Main, Pusa Rd, Rajinder Nagar, New Delhi, Delhi 110005
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography
Mahajan Imaging Hauz Khas
Address: K18, Block K, Hauz Khas Enclave, Hauz Khas, New Delhi, Delhi 110016
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography
Mahajan Imaging Bali Nagar
Address: H17, Block F, Bali Nagar, New Delhi, Delhi 110026
Timing: 8 AM to 7 PM
Facilities: CT Scan
Mahajan Imaging Gagngaram
Address: Sir Ganga Ram Hospital Marg, Old Rajinder Nagar, Rajinder Nagar, New Delhi, Delhi 110060
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography
Mahajan Imaging Fortis Vasant Kunj
Address: Mahajan Imaging, Fortis, Flt. Lt. Rajan Dhall Hospital, Vasant Kunj, New Delhi, Delhi 110070
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography",CBCT,https://www.labuncle.com/ctg/cbct/lab/mahajan-imaging-defence-colonny-13,https://www.labuncle.com/labDetails/mahajan-imaging-defence-colonny-13
Mahajan Imaging -Defence Colonny,"E 19, Main, Ring Rd, Block E, Defence Colony, New Delhi, Delhi 110024",Get 10% Discount & Cashback,"Mahajan Imaging Delhi & Gurgaon
Mahajan Imaging Centre is one of the premier radiology/imaging centers in Delhi/NCR. It was founded by Dr. Harsh Mahajan in 1988. Mahajan imaging introduced MRI Scanning in 1991.
Mahajan Imaging has a history of bringing new technologies into the private sector in the country for example standing weight bearing MRI, Cone Beam Dental CT, functional MRI, MR tractography, MR mammography, CT coronary angiography, 4D ultrasound with tomography, PET-CT, CT-guided robotic biopsy, digital mammography and DEXA bone densitometry.
We Have Several Branches In Delhi-NCR as follows : 

Mahajan Imaging Defence Colony
Address: E 19, Main, Ring Rd, Block E, Defence Colony, New Delhi, Delhi 110024
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography
Mahajan Imaging Gurugram
Address: Ground Times square Building Sushant Lok Marg Near Huda City Metro Station, Sushant Lok Phase I, Gurugram, Haryana 122002
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography
Mahajan Imaging Pusa Road
Address:7-B, Upper Ground Floor, Main, Pusa Rd, Rajinder Nagar, New Delhi, Delhi 110005
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography
Mahajan Imaging Hauz Khas
Address: K18, Block K, Hauz Khas Enclave, Hauz Khas, New Delhi, Delhi 110016
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography
Mahajan Imaging Bali Nagar
Address: H17, Block F, Bali Nagar, New Delhi, Delhi 110026
Timing: 8 AM to 7 PM
Facilities: CT Scan
Mahajan Imaging Gagngaram
Address: Sir Ganga Ram Hospital Marg, Old Rajinder Nagar, Rajinder Nagar, New Delhi, Delhi 110060
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography
Mahajan Imaging Fortis Vasant Kunj
Address: Mahajan Imaging, Fortis, Flt. Lt. Rajan Dhall Hospital, Vasant Kunj, New Delhi, Delhi 110070
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography",CTSCAN,https://www.labuncle.com/ctg/ctscan/lab/mahajan-imaging-defence-colonny-13,https://www.labuncle.com/labDetails/mahajan-imaging-defence-colonny-13
Mahajan Imaging -Defence Colonny,"E 19, Main, Ring Rd, Block E, Defence Colony, New Delhi, Delhi 110024",Get 10% Discount & Cashback,"Mahajan Imaging Delhi & Gurgaon
Mahajan Imaging Centre is one of the premier radiology/imaging centers in Delhi/NCR. It was founded by Dr. Harsh Mahajan in 1988. Mahajan imaging introduced MRI Scanning in 1991.
Mahajan Imaging has a history of bringing new technologies into the private sector in the country for example standing weight bearing MRI, Cone Beam Dental CT, functional MRI, MR tractography, MR mammography, CT coronary angiography, 4D ultrasound with tomography, PET-CT, CT-guided robotic biopsy, digital mammography and DEXA bone densitometry.
We Have Several Branches In Delhi-NCR as follows : 

Mahajan Imaging Defence Colony
Address: E 19, Main, Ring Rd, Block E, Defence Colony, New Delhi, Delhi 110024
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography
Mahajan Imaging Gurugram
Address: Ground Times square Building Sushant Lok Marg Near Huda City Metro Station, Sushant Lok Phase I, Gurugram, Haryana 122002
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography
Mahajan Imaging Pusa Road
Address:7-B, Upper Ground Floor, Main, Pusa Rd, Rajinder Nagar, New Delhi, Delhi 110005
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography
Mahajan Imaging Hauz Khas
Address: K18, Block K, Hauz Khas Enclave, Hauz Khas, New Delhi, Delhi 110016
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography
Mahajan Imaging Bali Nagar
Address: H17, Block F, Bali Nagar, New Delhi, Delhi 110026
Timing: 8 AM to 7 PM
Facilities: CT Scan
Mahajan Imaging Gagngaram
Address: Sir Ganga Ram Hospital Marg, Old Rajinder Nagar, Rajinder Nagar, New Delhi, Delhi 110060
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography
Mahajan Imaging Fortis Vasant Kunj
Address: Mahajan Imaging, Fortis, Flt. Lt. Rajan Dhall Hospital, Vasant Kunj, New Delhi, Delhi 110070
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography",DEXA,https://www.labuncle.com/ctg/dexa/lab/mahajan-imaging-defence-colonny-13,https://www.labuncle.com/labDetails/mahajan-imaging-defence-colonny-13
Mahajan Imaging -Defence Colonny,"E 19, Main, Ring Rd, Block E, Defence Colony, New Delhi, Delhi 110024",Get 10% Discount & Cashback,"Mahajan Imaging Delhi & Gurgaon
Mahajan Imaging Centre is one of the premier radiology/imaging centers in Delhi/NCR. It was founded by Dr. Harsh Mahajan in 1988. Mahajan imaging introduced MRI Scanning in 1991.
Mahajan Imaging has a history of bringing new technologies into the private sector in the country for example standing weight bearing MRI, Cone Beam Dental CT, functional MRI, MR tractography, MR mammography, CT coronary angiography, 4D ultrasound with tomography, PET-CT, CT-guided robotic biopsy, digital mammography and DEXA bone densitometry.
We Have Several Branches In Delhi-NCR as follows : 

Mahajan Imaging Defence Colony
Address: E 19, Main, Ring Rd, Block E, Defence Colony, New Delhi, Delhi 110024
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography
Mahajan Imaging Gurugram
Address: Ground Times square Building Sushant Lok Marg Near Huda City Metro Station, Sushant Lok Phase I, Gurugram, Haryana 122002
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography
Mahajan Imaging Pusa Road
Address:7-B, Upper Ground Floor, Main, Pusa Rd, Rajinder Nagar, New Delhi, Delhi 110005
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography
Mahajan Imaging Hauz Khas
Address: K18, Block K, Hauz Khas Enclave, Hauz Khas, New Delhi, Delhi 110016
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography
Mahajan Imaging Bali Nagar
Address: H17, Block F, Bali Nagar, New Delhi, Delhi 110026
Timing: 8 AM to 7 PM
Facilities: CT Scan
Mahajan Imaging Gagngaram
Address: Sir Ganga Ram Hospital Marg, Old Rajinder Nagar, Rajinder Nagar, New Delhi, Delhi 110060
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography
Mahajan Imaging Fortis Vasant Kunj
Address: Mahajan Imaging, Fortis, Flt. Lt. Rajan Dhall Hospital, Vasant Kunj, New Delhi, Delhi 110070
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography",DOPPLER,https://www.labuncle.com/ctg/doppler/lab/mahajan-imaging-defence-colonny-13,https://www.labuncle.com/labDetails/mahajan-imaging-defence-colonny-13
Mahajan Imaging -Defence Colonny,"E 19, Main, Ring Rd, Block E, Defence Colony, New Delhi, Delhi 110024",Get 10% Discount & Cashback,"Mahajan Imaging Delhi & Gurgaon
Mahajan Imaging Centre is one of the premier radiology/imaging centers in Delhi/NCR. It was founded by Dr. Harsh Mahajan in 1988. Mahajan imaging introduced MRI Scanning in 1991.
Mahajan Imaging has a history of bringing new technologies into the private sector in the country for example standing weight bearing MRI, Cone Beam Dental CT, functional MRI, MR tractography, MR mammography, CT coronary angiography, 4D ultrasound with tomography, PET-CT, CT-guided robotic biopsy, digital mammography and DEXA bone densitometry.
We Have Several Branches In Delhi-NCR as follows : 

Mahajan Imaging Defence Colony
Address: E 19, Main, Ring Rd, Block E, Defence Colony, New Delhi, Delhi 110024
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography
Mahajan Imaging Gurugram
Address: Ground Times square Building Sushant Lok Marg Near Huda City Metro Station, Sushant Lok Phase I, Gurugram, Haryana 122002
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography
Mahajan Imaging Pusa Road
Address:7-B, Upper Ground Floor, Main, Pusa Rd, Rajinder Nagar, New Delhi, Delhi 110005
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography
Mahajan Imaging Hauz Khas
Address: K18, Block K, Hauz Khas Enclave, Hauz Khas, New Delhi, Delhi 110016
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography
Mahajan Imaging Bali Nagar
Address: H17, Block F, Bali Nagar, New Delhi, Delhi 110026
Timing: 8 AM to 7 PM
Facilities: CT Scan
Mahajan Imaging Gagngaram
Address: Sir Ganga Ram Hospital Marg, Old Rajinder Nagar, Rajinder Nagar, New Delhi, Delhi 110060
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography
Mahajan Imaging Fortis Vasant Kunj
Address: Mahajan Imaging, Fortis, Flt. Lt. Rajan Dhall Hospital, Vasant Kunj, New Delhi, Delhi 110070
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography",ECHO,https://www.labuncle.com/ctg/echo/lab/mahajan-imaging-defence-colonny-13,https://www.labuncle.com/labDetails/mahajan-imaging-defence-colonny-13
Mahajan Imaging -Defence Colonny,"E 19, Main, Ring Rd, Block E, Defence Colony, New Delhi, Delhi 110024",Get 10% Discount & Cashback,"Mahajan Imaging Delhi & Gurgaon
Mahajan Imaging Centre is one of the premier radiology/imaging centers in Delhi/NCR. It was founded by Dr. Harsh Mahajan in 1988. Mahajan imaging introduced MRI Scanning in 1991.
Mahajan Imaging has a history of bringing new technologies into the private sector in the country for example standing weight bearing MRI, Cone Beam Dental CT, functional MRI, MR tractography, MR mammography, CT coronary angiography, 4D ultrasound with tomography, PET-CT, CT-guided robotic biopsy, digital mammography and DEXA bone densitometry.
We Have Several Branches In Delhi-NCR as follows : 

Mahajan Imaging Defence Colony
Address: E 19, Main, Ring Rd, Block E, Defence Colony, New Delhi, Delhi 110024
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography
Mahajan Imaging Gurugram
Address: Ground Times square Building Sushant Lok Marg Near Huda City Metro Station, Sushant Lok Phase I, Gurugram, Haryana 122002
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography
Mahajan Imaging Pusa Road
Address:7-B, Upper Ground Floor, Main, Pusa Rd, Rajinder Nagar, New Delhi, Delhi 110005
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography
Mahajan Imaging Hauz Khas
Address: K18, Block K, Hauz Khas Enclave, Hauz Khas, New Delhi, Delhi 110016
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography
Mahajan Imaging Bali Nagar
Address: H17, Block F, Bali Nagar, New Delhi, Delhi 110026
Timing: 8 AM to 7 PM
Facilities: CT Scan
Mahajan Imaging Gagngaram
Address: Sir Ganga Ram Hospital Marg, Old Rajinder Nagar, Rajinder Nagar, New Delhi, Delhi 110060
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography
Mahajan Imaging Fortis Vasant Kunj
Address: Mahajan Imaging, Fortis, Flt. Lt. Rajan Dhall Hospital, Vasant Kunj, New Delhi, Delhi 110070
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography",HOLTER,https://www.labuncle.com/ctg/holter/lab/mahajan-imaging-defence-colonny-13,https://www.labuncle.com/labDetails/mahajan-imaging-defence-colonny-13
Mahajan Imaging -Defence Colonny,"E 19, Main, Ring Rd, Block E, Defence Colony, New Delhi, Delhi 110024",Get 10% Discount & Cashback,"Mahajan Imaging Delhi & Gurgaon
Mahajan Imaging Centre is one of the premier radiology/imaging centers in Delhi/NCR. It was founded by Dr. Harsh Mahajan in 1988. Mahajan imaging introduced MRI Scanning in 1991.
Mahajan Imaging has a history of bringing new technologies into the private sector in the country for example standing weight bearing MRI, Cone Beam Dental CT, functional MRI, MR tractography, MR mammography, CT coronary angiography, 4D ultrasound with tomography, PET-CT, CT-guided robotic biopsy, digital mammography and DEXA bone densitometry.
We Have Several Branches In Delhi-NCR as follows : 

Mahajan Imaging Defence Colony
Address: E 19, Main, Ring Rd, Block E, Defence Colony, New Delhi, Delhi 110024
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography
Mahajan Imaging Gurugram
Address: Ground Times square Building Sushant Lok Marg Near Huda City Metro Station, Sushant Lok Phase I, Gurugram, Haryana 122002
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography
Mahajan Imaging Pusa Road
Address:7-B, Upper Ground Floor, Main, Pusa Rd, Rajinder Nagar, New Delhi, Delhi 110005
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography
Mahajan Imaging Hauz Khas
Address: K18, Block K, Hauz Khas Enclave, Hauz Khas, New Delhi, Delhi 110016
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography
Mahajan Imaging Bali Nagar
Address: H17, Block F, Bali Nagar, New Delhi, Delhi 110026
Timing: 8 AM to 7 PM
Facilities: CT Scan
Mahajan Imaging Gagngaram
Address: Sir Ganga Ram Hospital Marg, Old Rajinder Nagar, Rajinder Nagar, New Delhi, Delhi 110060
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography
Mahajan Imaging Fortis Vasant Kunj
Address: Mahajan Imaging, Fortis, Flt. Lt. Rajan Dhall Hospital, Vasant Kunj, New Delhi, Delhi 110070
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography",MAMMOGRAPHY,https://www.labuncle.com/ctg/mammography/lab/mahajan-imaging-defence-colonny-13,https://www.labuncle.com/labDetails/mahajan-imaging-defence-colonny-13
Mahajan Imaging -Defence Colonny,"E 19, Main, Ring Rd, Block E, Defence Colony, New Delhi, Delhi 110024",Get 10% Discount & Cashback,"Mahajan Imaging Delhi & Gurgaon
Mahajan Imaging Centre is one of the premier radiology/imaging centers in Delhi/NCR. It was founded by Dr. Harsh Mahajan in 1988. Mahajan imaging introduced MRI Scanning in 1991.
Mahajan Imaging has a history of bringing new technologies into the private sector in the country for example standing weight bearing MRI, Cone Beam Dental CT, functional MRI, MR tractography, MR mammography, CT coronary angiography, 4D ultrasound with tomography, PET-CT, CT-guided robotic biopsy, digital mammography and DEXA bone densitometry.
We Have Several Branches In Delhi-NCR as follows : 

Mahajan Imaging Defence Colony
Address: E 19, Main, Ring Rd, Block E, Defence Colony, New Delhi, Delhi 110024
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography
Mahajan Imaging Gurugram
Address: Ground Times square Building Sushant Lok Marg Near Huda City Metro Station, Sushant Lok Phase I, Gurugram, Haryana 122002
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography
Mahajan Imaging Pusa Road
Address:7-B, Upper Ground Floor, Main, Pusa Rd, Rajinder Nagar, New Delhi, Delhi 110005
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography
Mahajan Imaging Hauz Khas
Address: K18, Block K, Hauz Khas Enclave, Hauz Khas, New Delhi, Delhi 110016
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography
Mahajan Imaging Bali Nagar
Address: H17, Block F, Bali Nagar, New Delhi, Delhi 110026
Timing: 8 AM to 7 PM
Facilities: CT Scan
Mahajan Imaging Gagngaram
Address: Sir Ganga Ram Hospital Marg, Old Rajinder Nagar, Rajinder Nagar, New Delhi, Delhi 110060
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography
Mahajan Imaging Fortis Vasant Kunj
Address: Mahajan Imaging, Fortis, Flt. Lt. Rajan Dhall Hospital, Vasant Kunj, New Delhi, Delhi 110070
Timing: 8 AM to 7 PM
Facilities:MRI, CT Scan, Ultrasound, X-Rays & DEXA, Denta Scan, Angiography, Echocardiography, Mamography",MRI,https://www.labuncle.com/ctg/mri/lab/mahajan-imaging-defence-colonny-13,https://www.labuncle.com/labDetails/mahajan-imaging-defence-colonny-13
